Id,Label,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,giantcomponent
2387,leichtes,6,0.414376,0.434422,0,15,0
2388,schöpferisch,0,0,0,0,546,539
2389,nö,6,0.414376,0.434422,0,15,0
2390,norden,0,0,0,0,547,540
2391,amigo,0,0,0,0,548,541
2392,apollo,0,0,0,0,549,542
2393,nadja,0,0,0,0,550,543
2394,ankommen,0,0,0,0,551,544
2395,übertragen,0,0,0,0,552,545
2396,hilflos,0,0,0,0,553,546
2397,festzustellen,0,0,0,0,554,547
2398,jahrzehnt,0,0,0,0,555,548
2399,benjamin,0,0,0,0,556,549
2400,enden,0,0,0,0,557,550
2401,zusammenarbeiten,0,0,0,0,558,551
2402,kennst,0,0,0,0,559,552
2403,hellsichtig,0,0,0,0,560,553
2404,grossen,6,0.414376,0.434422,0,15,0
2405,nobody,0,0,0,0,561,554
2406,bar,0,0,0,0,562,555
2407,boden,0,0,0,0,563,556
2408,herrn,0,0,0,0,564,557
2409,kam,0,0,0,0,565,558
2410,sorge,0,0,0,0,566,559
2411,strasse,0,0,0,0,567,560
2412,sand,0,0,0,0,568,561
2413,pause,7,0.299969,0.307879,3917,34,0
2414,entfernen,0,0,0,0,570,562
2415,feinstofflich,0,0,0,0,571,563
2416,eigenständig,0,0,0,0,572,564
2417,dauern,0,0,0,0,573,565
2418,gelitten,0,0,0,0,574,566
2419,red,0,0,0,0,575,567
2420,schreien,0,0,0,0,576,568
2421,facetten,0,0,0,0,577,569
2422,heim,0,0,0,0,578,570
2423,leidenschaft,0,0,0,0,579,571
2424,anderthalb,0,0,0,0,580,572
2425,leser,0,0,0,0,581,573
2426,zahn,0,0,0,0,582,574
2427,verliebtheit,0,0,0,0,583,575
2428,kleidung,0,0,0,0,584,576
2429,widersprüche,0,0,0,0,585,577
2430,weisse,0,0,0,0,586,578
2431,lebendiger,0,0,0,0,587,579
2432,inkarnationen,7,0.296835,0.304406,0,12,0
2433,denkt,0,0,0,0,588,580
2434,dran,0,0,0,0,589,581
2435,erweisen,0,0,0,0,590,582
2436,freiwillig,0,0,0,0,591,583
2437,haus,0,0,0,0,592,584
2438,hände,0,0,0,0,593,585
2439,immun,0,0,0,0,594,586
2440,recht,0,0,0,0,595,587
2441,tier,0,0,0,0,596,588
2442,abstrakt,0,0,0,0,597,589
2443,angegriff,6,0.414376,0.434422,0,15,0
2444,derart,0,0,0,0,598,590
2445,eigenverantwortung,0,0,0,0,599,591
2446,eingelassen,0,0,0,0,600,592
2447,fremdgesteuert,0,0,0,0,601,593
2448,geh,0,0,0,0,602,594
2449,gelingt,0,0,0,0,603,595
2450,jagen,0,0,0,0,604,596
2451,jederzeit,0,0,0,0,605,597
2452,ki,0,0,0,0,606,598
2453,köpfen,0,0,0,0,607,599
2454,melden,6,0.357599,0.374073,0,15,0
2455,mitzuteilen,0,0,0,0,608,600
2456,mut,7,0.293369,0.300937,0,15,0
2457,neigen,7,0.309588,0.317811,0,8,0
2458,soviel,0,0,0,0,609,601
2459,steh,0,0,0,0,610,602
2460,stehst,0,0,0,0,611,603
2461,verletzen,0,0,0,0,612,604
2462,wohlen,0,0,0,0,613,605
2463,womit,0,0,0,0,614,606
2464,übergeben,0,0,0,0,615,607
2465,erwacht,0,0,0,0,616,608
2466,milliarde,0,0,0,0,617,609
2467,gewachsen,0,0,0,0,618,610
2468,mithilfe,0,0,0,0,619,611
2469,mitgefühl,6,0.414376,0.434422,0,15,0
2470,musik,0,0,0,0,620,612
2471,aufmachen,6,0.414376,0.434422,0,15,0
2472,einsatz,0,0,0,0,621,613
2473,intuitiven,0,0,0,0,622,614
2474,inszeniert,0,0,0,0,623,615
2475,ausgelöst,0,0,0,0,624,616
2476,auswirkungen,0,0,0,0,625,617
2477,erfolgen,0,0,0,0,626,618
2478,kombination,0,0,0,0,627,619
2479,machthaber,0,0,0,0,628,620
2480,offenbarung,0,0,0,0,629,621
2481,veränderungen,0,0,0,0,630,622
2482,aggression,0,0,0,0,631,623
2483,partner,7,0.314153,0.322853,14.494251,18,0
2484,podcast,0,0,0,0,632,624
2485,trend,0,0,0,0,633,625
2486,welten,6,0.352265,0.368631,0,15,0
2487,vertraut,0,0,0,0,634,626
2488,aufzugeben,0,0,0,0,635,627
2489,empfang,0,0,0,0,636,628
2490,erlebt,0,0,0,0,637,629
2491,wiederherstellen,0,0,0,0,638,630
2492,guy,0,0,0,0,639,631
2493,staatlich,7,0.304159,0.311561,0,15,0
2494,ablegen,0,0,0,0,640,632
2495,auflösen,0,0,0,0,641,633
2496,programmen,0,0,0,0,642,634
2497,durchzuführen,0,0,0,0,643,635
2498,wahnsinns,0,0,0,0,644,636
2499,religionen,7,0.319791,0.329478,0,15,0
2500,riesig,0,0,0,0,645,637
2501,übersetzt,0,0,0,0,646,638
2502,ritual,0,0,0,0,647,639
2503,rituale,0,0,0,0,648,640
2504,schlaf,0,0,0,0,649,641
2505,empfinden,6,0.414376,0.434422,0,15,0
2506,universität,0,0,0,0,650,642
2507,stern,7,0.330746,0.342973,0,15,0
2508,seelenplan,7,0.301492,0.308806,0,5,0
2509,ansonsten,7,0.293281,0.300852,0,27,0
2510,grau,0,0,0,0,651,643
2511,irgendjemand,0,0,0,0,652,644
2512,kenn,0,0,0,0,653,645
2513,nora,7,0.312152,0.320515,0,15,0
2514,weshalb,0,0,0,0,654,646
2515,bescheuert,0,0,0,0,655,647
2516,selben,0,0,0,0,656,648
2517,nachbar,0,0,0,0,657,649
2518,ausreicht,0,0,0,0,658,650
2519,eingeschränkt,7,0.296476,0.304052,0,12,0
2520,bungalow,0,0,0,0,659,651
2521,vierundzwanzig,0,0,0,0,660,652
2522,hunderttausende,0,0,0,0,661,653
2523,telefon,0,0,0,0,662,654
2524,blue,0,0,0,0,663,655
2525,last,0,0,0,0,664,656
2526,verstandes,0,0,0,0,665,657
2527,begrüssen,0,0,0,0,666,658
2528,geisteskrank,0,0,0,0,667,659
2529,pflanzen,0,0,0,0,668,660
2530,pay,0,0,0,0,669,661
2531,teilnehmen,0,0,0,0,670,662
2532,masse,0,0,0,0,671,663
2533,spricht,0,0,0,0,672,664
2534,list,0,0,0,0,673,665
2535,augenblicklich,0,0,0,0,674,666
2536,hündin,0,0,0,0,675,667
2537,mitte,0,0,0,0,676,668
2538,clever,0,0,0,0,677,669
2539,miteinander,0,0,0,0,678,670
2540,roma,0,0,0,0,679,671
2541,bus,0,0,0,0,680,672
2542,weltlich,6,0.414376,0.434422,0,15,0
2543,pur,0,0,0,0,681,673
2544,spreche,0,0,0,0,682,674
2545,ausgesproch,0,0,0,0,683,675
2546,typ,0,0,0,0,684,676
2547,weitergehen,0,0,0,0,685,677
2548,ausbauen,0,0,0,0,686,678
2549,verdrehen,0,0,0,0,687,679
2550,werbung,0,0,0,0,688,680
2551,anweisen,0,0,0,0,689,681
2552,behalten,0,0,0,0,690,682
2553,bekomme,0,0,0,0,691,683
2554,parameter,9,0.163551,0.165363,0,31,0
2555,praktizieren,7,0.241945,0.246034,0,31,0
2556,schweigen,0,0,0,0,693,684
2557,vorhern,0,0,0,0,694,685
2558,zusammensetzen,0,0,0,0,695,686
2559,lust,0,0,0,0,696,687
2560,bedeutung,0,0,0,0,697,688
2561,definitionsbereich,0,0,0,0,698,689
2562,taten,0,0,0,0,699,690
2563,verpackt,0,0,0,0,700,691
2564,at,0,0,0,0,701,692
2565,were,0,0,0,0,702,693
2566,elf,0,0,0,0,703,694
2567,linie,0,0,0,0,704,695
2568,ziemlich,0,0,0,0,705,696
2569,zimmer,0,0,0,0,706,697
2570,reissen,0,0,0,0,707,698
2571,brüder,0,0,0,0,708,699
2572,damalsen,0,0,0,0,709,700
2573,rande,0,0,0,0,710,701
2574,üben,0,0,0,0,711,702
2575,cd,0,0,0,0,712,703
2576,duett,0,0,0,0,713,704
2577,haha,0,0,0,0,714,705
2578,heft,6,0.317152,0.325476,0,6,0
2579,real,0,0,0,0,715,706
2580,technology,0,0,0,0,716,707
2581,two,0,0,0,0,717,708
2582,äusserlich,0,0,0,0,718,709
2583,fair,0,0,0,0,719,710
2584,ach,0,0,0,0,720,711
2585,ankündigen,0,0,0,0,721,712
2586,medizin,0,0,0,0,722,713
2587,angenehm,0,0,0,0,723,714
2588,irdisch,0,0,0,0,724,715
2589,qual,0,0,0,0,725,716
2590,wertschätzen,0,0,0,0,726,717
2591,atom,0,0,0,0,727,718
2592,widmen,7,0.297918,0.305664,0,10,0
2593,ausführlich,6,0.342119,0.356344,2.178846,5,0
2594,kredit,0,0,0,0,728,719
2595,ausgleich,0,0,0,0,729,720
2596,party,0,0,0,0,730,721
2597,rumänisch,0,0,0,0,731,722
2598,verwenden,0,0,0,0,732,723
2599,hätten,0,0,0,0,733,724
2600,lustig,0,0,0,0,734,725
2601,wein,0,0,0,0,735,726
2602,trennen,0,0,0,0,736,727
2603,feld,0,0,0,0,737,728
2604,relativen,0,0,0,0,738,729
2605,fluss,0,0,0,0,739,730
2606,nahrung,0,0,0,0,740,731
2607,regierung,0,0,0,0,741,732
2608,produkte,0,0,0,0,742,733
2609,berührung,0,0,0,0,743,734
2610,erschafft,0,0,0,0,744,735
2611,höchst,1,1,1,0,745,29
2612,bilder,0,0,0,0,746,736
2613,organicen,1,1,1,0,747,48
2614,biologisch,0,0,0,0,748,737
2615,irgendwelch,6,0.342358,0.356684,0,3,0
2616,müll,0,0,0,0,749,738
2617,albert,0,0,0,0,750,739
2618,sodass,0,0,0,0,751,740
2619,kostenlos,0,0,0,0,752,741
2620,publizieren,0,0,0,0,753,742
2621,via,0,0,0,0,754,743
2622,corona,0,0,0,0,755,744
2623,bleibt,7,0.3135,0.322156,0,5,0
2624,steckt,0,0,0,0,756,745
2625,einladung,0,0,0,0,757,746
2626,zahlreich,0,0,0,0,758,747
2627,erinnerst,0,0,0,0,759,748
2628,zugrunde,0,0,0,0,760,749
2629,zweifeln,1,1,1,0,761,10
2630,lebensspanne,0,0,0,0,762,750
2631,ausgegangen,0,0,0,0,763,751
2632,stimmt,0,0,0,0,764,752
2633,bewahrt,0,0,0,0,765,753
2634,bekam,0,0,0,0,766,754
2635,flamme,0,0,0,0,767,755
2636,freundlich,0,0,0,0,768,756
2637,gebiet,6,0.414376,0.434422,0,15,0
2638,brd,0,0,0,0,769,757
2639,passion,0,0,0,0,770,758
2640,abgehen,0,0,0,0,771,759
2641,athen,0,0,0,0,772,760
2642,daueren,6,0.368352,0.387781,0,5,0
2643,beamten,6,0.347579,0.362959,0,15,0
2644,anteil,6,0.324557,0.334736,0,15,0
2645,verwechseln,0,0,0,0,773,761
2646,antrieb,0,0,0,0,774,762
2647,feder,0,0,0,0,775,763
2648,garten,0,0,0,0,776,764
2649,interpretation,0,0,0,0,777,765
2650,lebensgeschichte,0,0,0,0,778,766
2651,nötig,0,0,0,0,779,767
2652,schnauze,0,0,0,0,780,768
2653,simpel,0,0,0,0,781,769
2654,original,0,0,0,0,782,770
2655,entstehung,0,0,0,0,783,771
2656,wenden,0,0,0,0,784,772
2657,irr,0,0,0,0,785,773
2658,resultate,0,0,0,0,786,774
2659,lösungen,0,0,0,0,787,775
2660,verraten,0,0,0,0,788,776
2661,extra,0,0,0,0,789,777
2662,hautnah,0,0,0,0,790,778
2663,heftig,0,0,0,0,791,779
2664,hu,0,0,0,0,792,780
2665,speedboot,8,0.238414,0.242397,0,6,0
2666,verluste,0,0,0,0,793,781
2667,spannend,6,0.414376,0.434422,0,15,0
2668,stimmung,0,0,0,0,794,782
2669,impulsen,0,0,0,0,795,783
2670,antworen,0,0,0,0,796,784
2671,franzi,0,0,0,0,797,785
2672,willy,0,0,0,0,798,786
2673,geldsystem,0,0,0,0,799,787
2674,fremdsteuerung,7,0.298872,0.306472,0,15,0
2675,freue,0,0,0,0,800,788
2676,schuldig,0,0,0,0,801,789
2677,familien,0,0,0,0,802,790
2678,grob,0,0,0,0,803,791
2679,park,0,0,0,0,804,792
2680,planung,0,0,0,0,805,793
2681,körpern,0,0,0,0,806,794
2682,hoffentlich,0,0,0,0,807,795
2683,verdammt,0,0,0,0,808,796
2684,versteckt,0,0,0,0,809,797
2685,beliebt,0,0,0,0,810,798
2686,kenntnisse,0,0,0,0,811,799
2687,rest,7,0.309686,0.317241,0,5,0
2688,austausch,0,0,0,0,812,800
2689,teilweise,0,0,0,0,813,801
2690,verbreitung,0,0,0,0,814,802
2691,voran,7,0.29819,0.305371,0,6,0
2692,stets,0,0,0,0,815,803
2693,vorgeben,0,0,0,0,816,804
2694,gemeinsam,0,0,0,0,817,805
2695,gleichen,0,0,0,0,818,806
2696,umfassen,0,0,0,0,819,807
2697,german,0,0,0,0,820,808
2698,metall,0,0,0,0,821,809
2699,weich,0,0,0,0,822,810
2700,glaubenssatz,0,0,0,0,823,811
2701,schicksal,0,0,0,0,824,812
2702,katastrophe,0,0,0,0,825,813
2703,gold,0,0,0,0,826,814
2704,grenze,0,0,0,0,827,815
2705,unterschiede,0,0,0,0,828,816
2706,erfolge,0,0,0,0,829,817
2707,gemeinde,0,0,0,0,830,818
2708,bildern,0,0,0,0,831,819
2709,gerda,0,0,0,0,832,820
2710,bösen,0,0,0,0,833,821
2711,zeichen,0,0,0,0,834,822
2712,schneiden,0,0,0,0,835,823
2713,baum,0,0,0,0,836,824
2714,winkel,0,0,0,0,837,825
2715,vollbringen,0,0,0,0,838,826
2716,einleitung,0,0,0,0,839,827
2717,untergehen,0,0,0,0,840,828
2718,heben,0,0,0,0,841,829
2719,ergehen,0,0,0,0,842,830
2720,hängen,0,0,0,0,843,831
2721,löwen,6,0.342,0.356003,0,3,0
2722,erden,0,0,0,0,844,832
2723,zielen,0,0,0,0,845,833
2724,ausgestatten,0,0,0,0,846,834
2725,blogs,0,0,0,0,847,835
2726,faul,0,0,0,0,848,836
2727,easy,0,0,0,0,849,837
2728,italien,7,0.306729,0.314299,0,5,0
2729,studieren,0,0,0,0,850,838
2730,van,0,0,0,0,851,839
2731,thoma,0,0,0,0,852,840
2732,sklave,0,0,0,0,853,841
2733,angehen,0,0,0,0,854,842
2734,festhalten,0,0,0,0,855,843
2735,begründen,0,0,0,0,856,844
2736,katharina,0,0,0,0,857,845
2737,kenne,6,0.414376,0.434422,0,15,0
2738,würmer,0,0,0,0,858,846
2739,berlin,0,0,0,0,859,847
2740,einigung,0,0,0,0,860,848
2741,erhältlich,0,0,0,0,861,849
2742,verursachen,0,0,0,0,862,850
2743,laber,0,0,0,0,863,851
2744,ressourcen,0,0,0,0,864,852
2745,vermuten,6,0.414376,0.434422,0,15,0
2746,sport,0,0,0,0,865,853
2747,ausbilden,0,0,0,0,866,854
2748,cowboys,0,0,0,0,867,855
2749,erlernen,0,0,0,0,868,856
2750,let,6,0.317821,0.326998,0,10,0
2751,sabine,0,0,0,0,869,857
2752,mittelbar,0,0,0,0,870,858
2753,singen,0,0,0,0,871,859
2754,abfolge,0,0,0,0,872,860
2755,perry,0,0,0,0,873,861
2756,beach,7,0.295581,0.303233,0,6,0
2757,highway,0,0,0,0,874,862
2758,afrika,0,0,0,0,875,863
2759,madagaskar,0,0,0,0,876,864
2760,mangel,0,0,0,0,877,865
2761,markus,0,0,0,0,878,866
2762,abseits,0,0,0,0,879,867
2763,erheben,0,0,0,0,880,868
2764,symbol,6,0.414376,0.434422,0,15,0
2765,wach,0,0,0,0,881,869
2766,alternative,0,0,0,0,882,870
2767,auchen,0,0,0,0,883,871
2768,beeinflussen,0,0,0,0,884,872
2769,begeistert,0,0,0,0,885,873
2770,beitragen,0,0,0,0,886,874
2771,beobachte,0,0,0,0,887,875
2772,beobachter,0,0,0,0,888,876
2773,bereitsen,0,0,0,0,889,877
2774,blöd,0,0,0,0,890,878
2775,dahinen,6,0.415606,0.43574,0,15,0
2776,dahint,0,0,0,0,891,879
2777,dahintern,0,0,0,0,892,880
2778,dementsprechen,0,0,0,0,893,881
2779,dorthin,0,0,0,0,894,882
2780,einst,0,0,0,0,895,883
2781,erstmalten,0,0,0,0,896,884
2782,ertragen,0,0,0,0,897,885
2783,feuer,0,0,0,0,898,886
2784,frag,0,0,0,0,899,887
2785,gelingen,0,0,0,0,900,888
2786,gelungen,0,0,0,0,901,889
2787,gewahrt,0,0,0,0,902,890
2788,gier,0,0,0,0,903,891
2789,gänzlich,0,0,0,0,904,892
2790,helfer,6,0.414376,0.434422,0,15,0
2791,häuser,6,0.337582,0.34994,0,15,0
2792,leb,0,0,0,0,905,893
2793,lob,0,0,0,0,906,894
2794,nichtmal,0,0,0,0,907,895
2795,norwegen,0,0,0,0,908,896
2796,passt,0,0,0,0,909,897
2797,plötzlich,0,0,0,0,910,898
2798,rahmen,0,0,0,0,911,899
2799,respekt,0,0,0,0,912,900
2800,riesengrossen,0,0,0,0,913,901
2801,scheitern,8,0.231078,0.234984,0,5,0
2802,spirituell,7,0.293106,0.300596,0,35,0
2803,unbedingen,0,0,0,0,915,902
2804,unvorstellbar,0,0,0,0,916,903
2805,unwissentlich,0,0,0,0,917,904
2806,ursprünglichkeit,0,0,0,0,918,905
2807,verarscht,0,0,0,0,919,906
2808,verurteilt,0,0,0,0,920,907
2809,wenigern,1,1,1,0,921,14
2810,zelle,6,0.414376,0.434422,0,15,0
2811,zufried,0,0,0,0,922,908
2812,dasein,0,0,0,0,923,909
2813,lebewesen,0,0,0,0,924,910
2814,spätern,0,0,0,0,925,911
2815,gruppen,0,0,0,0,926,912
2816,trailer,0,0,0,0,927,913
2817,oma,0,0,0,0,928,914
2818,lady,0,0,0,0,929,915
2819,manager,0,0,0,0,930,916
2820,stellung,0,0,0,0,931,917
2821,programmierer,0,0,0,0,932,918
2822,rauch,0,0,0,0,933,919
2823,entgegen,0,0,0,0,934,920
2824,folgend,6,0.355846,0.372304,0,15,0
2825,gebäude,0,0,0,0,935,921
2826,high,0,0,0,0,936,922
2827,riesengrosser,0,0,0,0,937,923
2828,überlegt,0,0,0,0,938,924
2829,guido,0,0,0,0,939,925
2830,bruder,0,0,0,0,940,926
2831,seminarreihe,0,0,0,0,941,927
2832,sendung,0,0,0,0,942,928
2833,song,0,0,0,0,943,929
2834,böses,0,0,0,0,944,930
2835,stich,6,0.369881,0.389736,0,15,0
2836,ablenken,0,0,0,0,945,931
2837,nimmst,0,0,0,0,946,932
2838,tausendfach,0,0,0,0,947,933
2839,geraden,0,0,0,0,948,934
2840,sorry,0,0,0,0,949,935
2841,schuh,0,0,0,0,950,936
2842,kriminelle,0,0,0,0,951,937
2843,negative,0,0,0,0,952,938
2844,einsamkeit,0,0,0,0,953,939
2845,werke,0,0,0,0,954,940
2846,vertraue,0,0,0,0,955,941
2847,raumschiff,0,0,0,0,956,942
2848,generation,7,0.306777,0.314342,0,6,0
2849,normierung,0,0,0,0,957,943
2850,regen,0,0,0,0,958,944
2851,einnehmen,0,0,0,0,959,945
2852,away,0,0,0,0,960,946
2853,grandios,0,0,0,0,961,947
2854,weichen,0,0,0,0,962,948
2855,sonne,0,0,0,0,963,949
2856,entschluss,2,0.666667,0.75,0,964,20
2857,gelb,0,0,0,0,965,950
2858,anzusehen,0,0,0,0,966,951
2859,geistes,7,0.322687,0.333194,0,3,0
2860,statisch,0,0,0,0,967,952
2861,erfreuen,0,0,0,0,968,953
2862,vorsichtig,0,0,0,0,969,954
2863,mächtig,0,0,0,0,970,955
2864,www,0,0,0,0,971,956
2865,ziele,0,0,0,0,972,957
2866,anmelden,0,0,0,0,973,958
2867,sieger,0,0,0,0,974,959
2868,sitzt,0,0,0,0,975,960
2869,fehlern,0,0,0,0,976,961
2870,jüdisch,0,0,0,0,977,962
2871,lizenzen,0,0,0,0,978,963
2872,arsch,0,0,0,0,979,964
2873,handy,0,0,0,0,980,965
2874,spannung,0,0,0,0,981,966
2875,billig,0,0,0,0,982,967
2876,jetski,7,0.307451,0.314877,0,15,0
2877,spieler,0,0,0,0,983,968
2878,benutze,0,0,0,0,984,969
2879,mitten,7,0.306729,0.314299,0,5,0
2880,strategie,0,0,0,0,985,970
2881,zahl,0,0,0,0,986,971
2882,deshalben,0,0,0,0,987,972
2883,hunderttausend,0,0,0,0,988,973
2884,indisch,0,0,0,0,989,974
2885,studiums,0,0,0,0,990,975
2886,after,0,0,0,0,991,976
2887,air,0,0,0,0,992,977
2888,area,0,0,0,0,993,978
2889,engine,0,0,0,0,994,979
2890,line,0,0,0,0,995,980
2891,amerika,0,0,0,0,996,981
2892,entfernung,0,0,0,0,997,982
2893,hattest,0,0,0,0,998,983
2894,sagte,0,0,0,0,999,984
2895,timo,0,0,0,0,1000,985
2896,nano,0,0,0,0,1001,986
2897,denkst,0,0,0,0,1002,987
2898,tu,0,0,0,0,1003,988
2899,verträge,0,0,0,0,1004,989
2900,youtu,0,0,0,0,1005,990
2901,typisch,0,0,0,0,1006,991
2902,bahn,0,0,0,0,1007,992
2903,jetzig,0,0,0,0,1008,993
2904,dennoch,0,0,0,0,1009,994
2905,ländern,0,0,0,0,1010,995
2906,sprachen,0,0,0,0,1011,996
2907,ehe,0,0,0,0,1012,997
2908,falls,0,0,0,0,1013,998
2909,niemandem,0,0,0,0,1014,999
2910,sparer,0,0,0,0,1015,1000
2911,darzustellen,0,0,0,0,1016,1001
2912,pool,0,0,0,0,1017,1002
2913,vorleben,0,0,0,0,1018,1003
2914,neuen,0,0,0,0,1019,1004
2915,bitter,0,0,0,0,1020,1005
2916,gehst,0,0,0,0,1021,1006
2917,verbot,0,0,0,0,1022,1007
2918,verhält,0,0,0,0,1023,1008
2919,dvd,0,0,0,0,1024,1009
2920,spielfeld,0,0,0,0,1025,1010
2921,auszudrücken,0,0,0,0,1026,1011
2922,energien,0,0,0,0,1027,1012
2923,kontext,0,0,0,0,1028,1013
2924,win,0,0,0,0,1029,1014
2925,austauschen,0,0,0,0,1030,1015
2926,basis,0,0,0,0,1031,1016
2927,erhaltung,0,0,0,0,1032,1017
2928,grabe,0,0,0,0,1033,1018
2929,jedermann,0,0,0,0,1034,1019
2930,missbrauch,0,0,0,0,1035,1020
2931,nehm,0,0,0,0,1036,1021
2932,nimmt,0,0,0,0,1037,1022
2933,nämlichen,0,0,0,0,1038,1023
2934,saub,0,0,0,0,1039,1024
2935,schwer,0,0,0,0,1040,1025
2936,sohn,0,0,0,0,1041,1026
2937,sprich,7,0.294648,0.30251,1,3,0
2938,zumindestens,0,0,0,0,1042,1027
2939,zunehmend,6,0.319791,0.328529,0,15,0
2940,zusammenhängen,0,0,0,0,1043,1028
2941,ausgedrückt,0,0,0,0,1044,1029
2942,summe,0,0,0,0,1045,1030
2943,plattform,0,0,0,0,1046,1031
2944,gurus,0,0,0,0,1047,1032
2945,häufig,0,0,0,0,1048,1033
2946,fünfundzwanzig,0,0,0,0,1049,1034
2947,punkte,0,0,0,0,1050,1035
2948,dur,0,0,0,0,1051,1036
2949,erbaut,0,0,0,0,1052,1037
2950,fans,0,0,0,0,1053,1038
2951,hour,0,0,0,0,1054,1039
2952,jan,0,0,0,0,1055,1040
2953,ordner,0,0,0,0,1056,1041
2954,text,0,0,0,0,1057,1042
2955,entscheidend,0,0,0,0,1058,1043
2956,atmosphäre,0,0,0,0,1059,1044
2957,lee,0,0,0,0,1060,1045
2958,eisen,0,0,0,0,1061,1046
2959,beginn,0,0,0,0,1062,1047
2960,recherchieren,0,0,0,0,1063,1048
2961,herausforderungen,0,0,0,0,1064,1049
2962,anlegen,6,0.368352,0.387781,0,5,0
2963,liefern,0,0,0,0,1065,1050
2964,schätze,0,0,0,0,1066,1051
2965,sequenz,0,0,0,0,1067,1052
2966,empfehlungen,6,0.318699,0.327577,0,10,0
2967,ausflug,0,0,0,0,1068,1053
2968,ausreden,0,0,0,0,1069,1054
2969,band,0,0,0,0,1070,1055
2970,mitglied,0,0,0,0,1071,1056
2971,smartphone,0,0,0,0,1072,1057
2972,bangkok,0,0,0,0,1073,1058
2973,aufeinander,0,0,0,0,1074,1059
2974,geliebt,0,0,0,0,1075,1060
2975,verfickte,0,0,0,0,1076,1061
2976,transformation,0,0,0,0,1077,1062
2977,meister,0,0,0,0,1078,1063
2978,thematisiert,0,0,0,0,1079,1064
2979,vorangegangen,0,0,0,0,1080,1065
2980,sandra,0,0,0,0,1081,1066
2981,forschung,0,0,0,0,1082,1067
2982,bezüglich,0,0,0,0,1083,1068
2983,bitt,0,0,0,0,1084,1069
2984,lila,0,0,0,0,1085,1070
2985,strecke,0,0,0,0,1086,1071
2986,tränen,7,0.296476,0.303955,0,15,0
2987,tätig,0,0,0,0,1087,1072
2988,einundfünfzig,0,0,0,0,1088,1073
2989,ordentlich,0,0,0,0,1089,1074
2990,brücke,0,0,0,0,1090,1075
2991,achthundert,0,0,0,0,1091,1076
2992,empfehlen,0,0,0,0,1092,1077
2993,hinterlassen,0,0,0,0,1093,1078
2994,onkel,0,0,0,0,1094,1079
2995,bestellen,0,0,0,0,1095,1080
2996,bach,0,0,0,0,1096,1081
2997,mario,0,0,0,0,1097,1082
2998,cloud,0,0,0,0,1098,1083
2999,smartphones,0,0,0,0,1099,1084
3000,cool,0,0,0,0,1100,1085
3001,schindluder,0,0,0,0,1101,1086
3002,lohnen,0,0,0,0,1102,1087
3003,rückmeldung,0,0,0,0,1103,1088
3004,valten,1,1,1,0,1104,52
3005,gehts,0,0,0,0,1105,1089
3006,scheuen,0,0,0,0,1106,1090
3007,erfahrt,0,0,0,0,1107,1091
3008,gernen,0,0,0,0,1108,1092
3009,tour,0,0,0,0,1109,1093
3010,plus,7,0.306729,0.314299,0,5,0
3011,teilnehmern,0,0,0,0,1110,1094
3012,tieren,0,0,0,0,1111,1095
3013,weid,6,0.31345,0.321998,0,6,0
3014,verhaltensweisen,0,0,0,0,1112,1096
3015,klass,0,0,0,0,1113,1097
3016,app,0,0,0,0,1114,1098
3017,erfahrungswerte,0,0,0,0,1115,1099
3018,konto,0,0,0,0,1116,1100
3019,strand,0,0,0,0,1117,1101
3020,vereinigen,0,0,0,0,1118,1102
3021,wohnraum,0,0,0,0,1119,1103
3022,dacht,7,0.298735,0.30611,0,3,0
3023,erledigen,0,0,0,0,1120,1104
3024,hunger,0,0,0,0,1121,1105
3025,quintessenz,0,0,0,0,1122,1106
3026,schade,1,1,1,0,1123,12
3027,absagen,7,0.29742,0.304942,0,15,0
3028,ah,0,0,0,0,1124,1107
3029,beobachtung,0,0,0,0,1125,1108
3030,bequ,0,0,0,0,1126,1109
3031,enttäuscht,0,0,0,0,1127,1110
3032,erstens,7,0.296476,0.303955,0,15,0
3033,nachricht,0,0,0,0,1128,1111
3034,per,0,0,0,0,1129,1112
3035,quatsch,0,0,0,0,1130,1113
3036,sommer,6,0.31491,0.323716,0,15,0
3037,fünfhundert,0,0,0,0,1131,1114
3038,zweihundert,0,0,0,0,1132,1115
3039,angekommen,0,0,0,0,1133,1116
3040,rauskommt,0,0,0,0,1134,1117
3041,rauben,0,0,0,0,1135,1118
3042,volumen,0,0,0,0,1136,1119
3043,erschaffung,0,0,0,0,1137,1120
3044,träger,0,0,0,0,1138,1121
3045,mechanismus,0,0,0,0,1139,1122
3046,extr,0,0,0,0,1140,1123
3047,begehen,0,0,0,0,1141,1124
3048,feind,0,0,0,0,1142,1125
3049,anschaut,0,0,0,0,1143,1126
3050,runden,0,0,0,0,1144,1127
3051,buchen,0,0,0,0,1145,1128
3052,praktisch,0,0,0,0,1146,1129
3053,klären,7,0.301307,0.308632,0,3,0
3054,ausreichend,0,0,0,0,1147,1130
3055,talent,0,0,0,0,1148,1131
3056,führt,0,0,0,0,1149,1132
3057,zurzeit,0,0,0,0,1150,1133
3058,banken,0,0,0,0,1151,1134
3059,erlebnisse,0,0,0,0,1152,1135
3060,hokuspokus,0,0,0,0,1153,1136
3061,realistisch,0,0,0,0,1154,1137
3062,vertreten,6,0.311705,0.319702,0,15,0
